Score,Year,Grade,Subject,Group
345,2015,6th,Math,All Students
370,2015,6th,Math,All Students
336,2015,6th,Math,All Students
330,2015,6th,Math,All Students
336,2015,6th,Math,All Students
328,2015,6th,Math,All Students
338,2015,6th,Math,All Students
334,2015,6th,Math,All Students
357,2015,6th,Math,All Students
357,2015,6th,Math,All Students
365,2015,6th,Math,All Students
376,2015,6th,Math,All Students
370,2015,6th,Math,All Students
365,2015,6th,Math,All Students
350,2015,6th,Math,All Students
342,2015,6th,Math,All Students
347,2015,6th,Math,All Students
403,2015,6th,Math,All Students
411,2015,6th,Math,All Students
357,2015,6th,Math,All Students
347,2015,6th,Math,All Students
357,2015,6th,Math,All Students
350,2015,6th,Math,All Students
376,2015,6th,Math,All Students
376,2015,6th,Math,All Students
360,2015,6th,Math,All Students
350,2015,6th,Math,All Students
347,2015,6th,Math,All Students
376,2015,6th,Math,All Students
357,2015,6th,Math,All Students
365,2015,6th,Math,All Students
395,2015,6th,Math,All Students
342,2015,6th,Math,All Students
342,2015,6th,Math,All Students
365,2015,6th,Math,All Students
376,2015,6th,Math,All Students
395,2015,6th,Math,All Students
370,2015,6th,Math,All Students
345,2015,6th,Math,All Students
395,2015,6th,Math,All Students
384,2015,6th,Math,All Students
365,2015,6th,Math,All Students
370,2015,6th,Math,All Students
384,2015,6th,Math,All Students
370,2015,6th,Math,All Students
353,2015,6th,Math,All Students
376,2015,6th,Math,All Students
340,2015,6th,Math,All Students
357,2015,6th,Math,All Students
347,2015,6th,Math,All Students
357,2015,6th,Math,All Students
353,2015,6th,Math,All Students
370,2015,6th,Math,All Students
384,2015,6th,Math,All Students
357,2015,6th,Math,All Students
365,2015,6th,Math,All Students
357,2015,6th,Math,All Students
353,2015,6th,Math,All Students
350,2015,6th,Math,All Students
310,2015,6th,Math,All Students
316,2015,6th,Math,All Students
305,2015,6th,Math,All Students
338,2015,6th,Math,All Students
328,2015,6th,Math,All Students
332,2015,6th,Math,All Students
324,2015,6th,Math,All Students
324,2015,6th,Math,All Students
330,2015,6th,Math,All Students
336,2015,6th,Math,All Students
357,2015,6th,Math,All Students
345,2015,6th,Math,All Students
360,2015,6th,Math,All Students
353,2015,6th,Math,All Students
342,2015,6th,Math,All Students
342,2015,6th,Math,All Students
345,2015,6th,Math,All Students
342,2015,6th,Math,All Students
350,2015,6th,Math,All Students
357,2015,6th,Math,All Students
353,2015,6th,Math,All Students
340,2015,6th,Math,All Students
357,2015,6th,Math,All Students
316,2015,6th,Math,All Students
315,2015,6th,Math,All Students
328,2015,6th,Math,All Students
332,2015,6th,Math,All Students
321,2015,6th,Math,All Students
336,2015,6th,Math,All Students
338,2015,6th,Math,All Students
330,2015,6th,Math,All Students
326,2015,6th,Math,All Students
338,2015,6th,Math,All Students
319,2015,6th,Math,All Students
326,2015,6th,Math,All Students
336,2015,6th,Math,All Students
347,2015,6th,Math,All Students
365,2015,6th,Math,All Students
384,2015,6th,Math,All Students
360,2015,6th,Math,All Students
360,2015,6th,Math,All Students
360,2015,6th,Math,All Students
357,2015,6th,Math,All Students
350,2015,6th,Math,All Students
357,2015,6th,Math,All Students
360,2015,6th,Math,All Students
353,2015,6th,Math,All Students
384,2015,6th,Math,All Students
347,2015,6th,Math,All Students
347,2015,6th,Math,All Students
370,2015,6th,Math,All Students
353,2015,6th,Math,All Students
384,2015,6th,Math,All Students
360,2015,6th,Math,All Students
376,2015,6th,Math,All Students
357,2015,6th,Math,All Students
345,2015,6th,Math,All Students
357,2015,6th,Math,All Students
347,2015,6th,Math,All Students
353,2015,6th,Math,All Students
353,2015,6th,Math,All Students
347,2015,6th,Math,All Students
365,2015,6th,Math,All Students
350,2015,6th,Math,All Students
357,2015,6th,Math,All Students
347,2015,6th,Math,All Students
384,2015,6th,Math,All Students
376,2015,6th,Math,All Students
342,2015,6th,Math,All Students
353,2015,6th,Math,All Students
384,2015,6th,Math,All Students
308,2015,6th,Math,All Students
334,2015,6th,Math,All Students
334,2015,6th,Math,All Students
360,2015,6th,Math,All Students
370,2015,6th,Math,All Students
376,2015,6th,Math,All Students
353,2015,6th,Math,All Students
357,2015,6th,Math,All Students
345,2015,6th,Math,All Students
384,2015,6th,Math,All Students
353,2015,6th,Math,All Students
395,2015,6th,Math,All Students
350,2015,6th,Math,All Students
360,2015,6th,Math,All Students
376,2015,6th,Math,All Students
360,2015,6th,Math,All Students
340,2015,6th,Math,All Students
347,2015,6th,Math,All Students
357,2015,6th,Math,All Students
365,2015,6th,Math,All Students
345,2015,6th,Math,All Students
370,2015,6th,Math,All Students
370,2015,6th,Math,All Students
350,2015,6th,Math,All Students
360,2015,6th,Math,All Students
340,2015,6th,Math,All Students
376,2015,6th,Math,All Students
353,2015,6th,Math,All Students
360,2015,6th,Math,All Students
370,2015,6th,Math,All Students
260,2015,6th,Math,All Students
332,2015,6th,Math,All Students
316,2015,6th,Math,All Students
313,2015,6th,Math,All Students
313,2015,6th,Math,All Students
326,2015,6th,Math,All Students
332,2015,6th,Math,All Students
328,2015,6th,Math,All Students
326,2015,6th,Math,All Students
321,2015,6th,Math,All Students
328,2015,6th,Math,All Students
345,2015,6th,Math,All Students
350,2015,6th,Math,All Students
345,2015,6th,Math,All Students
353,2015,6th,Math,All Students
353,2015,6th,Math,All Students
345,2015,6th,Math,All Students
360,2015,6th,Math,All Students
360,2015,6th,Math,All Students
350,2015,6th,Math,All Students
306,2015,6th,Math,All Students
313,2015,6th,Math,All Students
336,2015,6th,Math,All Students
321,2015,6th,Math,All Students
334,2015,6th,Math,All Students
323,2015,6th,Math,All Students
324,2015,6th,Math,All Students
330,2015,6th,Math,All Students
336,2015,6th,Math,All Students
338,2015,6th,Math,All Students
360,2015,6th,Math,All Students
347,2015,6th,Math,All Students
357,2015,6th,Math,All Students
347,2015,6th,Math,All Students
340,2015,6th,Math,All Students
365,2015,6th,Math,All Students
370,2015,6th,Math,All Students
370,2015,6th,Math,All Students
350,2015,6th,Math,All Students
340,2015,6th,Math,All Students
403,2015,6th,Math,All Students
360,2015,6th,Math,All Students
360,2015,6th,Math,All Students
365,2015,6th,Math,All Students
370,2015,6th,Math,All Students
311,2015,6th,Math,All Students
316,2015,6th,Math,All Students
330,2015,6th,Math,All Students
328,2015,6th,Math,All Students
330,2015,6th,Math,All Students
403,2015,6th,Math,All Students
360,2015,6th,Math,All Students
347,2015,6th,Math,All Students
357,2015,6th,Math,All Students
370,2015,6th,Math,All Students
342,2015,6th,Math,All Students
342,2015,6th,Math,All Students
384,2015,6th,Math,All Students
360,2015,6th,Math,All Students
370,2015,6th,Math,All Students
360,2015,6th,Math,All Students
384,2015,6th,Math,All Students
340,2015,6th,Math,All Students
347,2015,6th,Math,All Students
350,2015,6th,Math,All Students
365,2015,6th,Math,All Students
347,2015,6th,Math,All Students
357,2015,6th,Math,All Students
365,2015,6th,Math,All Students
350,2015,6th,Math,All Students
384,2015,6th,Math,All Students
353,2015,6th,Math,All Students
365,2015,6th,Math,All Students
376,2015,6th,Math,All Students
350,2015,6th,Math,All Students
360,2015,6th,Math,All Students
384,2015,6th,Math,All Students
345,2015,6th,Math,All Students
350,2015,6th,Math,All Students
357,2015,6th,Math,All Students
347,2015,6th,Math,All Students
376,2015,6th,Math,All Students
360,2015,6th,Math,All Students
357,2015,6th,Math,All Students
347,2015,6th,Math,All Students
347,2015,6th,Math,All Students
376,2015,6th,Math,All Students
282,2015,6th,Math,All Students
308,2015,6th,Math,All Students
308,2015,6th,Math,All Students
336,2015,6th,Math,All Students
324,2015,6th,Math,All Students
330,2015,6th,Math,All Students
330,2015,6th,Math,All Students
324,2015,6th,Math,All Students
334,2015,6th,Math,All Students
336,2015,6th,Math,All Students
323,2015,6th,Math,All Students
324,2015,6th,Math,All Students
318,2015,6th,Math,All Students
334,2015,6th,Math,All Students
334,2015,6th,Math,All Students
360,2015,6th,Math,All Students
342,2015,6th,Math,All Students
350,2015,6th,Math,All Students
347,2015,6th,Math,All Students
370,2015,6th,Math,All Students
342,2015,6th,Math,All Students
342,2015,6th,Math,All Students
340,2015,6th,Math,All Students
340,2015,6th,Math,All Students
350,2015,6th,Math,All Students
353,2015,6th,Math,All Students
353,2015,6th,Math,All Students
342,2015,6th,Math,All Students
357,2015,6th,Math,All Students
345,2015,6th,Math,All Students
347,2015,6th,Math,All Students
340,2015,6th,Math,All Students
353,2015,6th,Math,All Students
350,2015,6th,Math,All Students
347,2015,6th,Math,All Students
357,2015,6th,Math,All Students
357,2015,6th,Math,All Students
321,2015,6th,Math,All Students
323,2015,6th,Math,All Students
321,2015,6th,Math,All Students
338,2015,6th,Math,All Students
328,2015,6th,Math,All Students
336,2015,6th,Math,All Students
332,2015,6th,Math,All Students
336,2015,6th,Math,All Students
318,2015,6th,Math,All Students
347,2015,6th,Math,All Students
353,2015,6th,Math,All Students
370,2015,6th,Math,All Students
384,2015,6th,Math,All Students
342,2015,6th,Math,All Students
342,2015,6th,Math,All Students
357,2015,6th,Math,All Students
340,2015,6th,Math,All Students
370,2015,6th,Math,All Students
350,2015,6th,Math,All Students
384,2015,6th,Math,All Students
365,2015,6th,Math,All Students
347,2015,6th,Math,All Students
353,2015,6th,Math,All Students
334,2015,6th,Math,All Students
334,2015,6th,Math,All Students
370,2015,6th,Math,All Students
345,2015,6th,Math,All Students
370,2015,6th,Math,All Students
376,2015,6th,Math,All Students
360,2015,6th,Math,All Students
360,2015,6th,Math,All Students
350,2015,6th,Math,All Students
333,2015,6th,Math,Potential HO
335,2015,6th,Math,Potential HO
328,2015,6th,Math,Potential HO
304,2015,6th,Math,Potential HO
348,2015,6th,Math,Potential HO
316,2015,6th,Math,Potential HO
308,2015,6th,Math,Potential HO
304,2015,6th,Math,Potential HO
320,2015,6th,Math,Potential HO
326,2015,6th,Math,Potential HO
337,2015,6th,Math,Potential HO
351,2015,6th,Math,Potential HO
340,2015,6th,Math,Potential HO
354,2015,6th,Math,Potential HO
349,2015,6th,Math,Holdover
343,2015,6th,Math,Holdover
335,2015,6th,Math,Holdover
312,2015,6th,Math,Holdover
335,2015,6th,Math,Holdover
347,2015,6th,Math,Holdover
327,2015,6th,Math,Holdover
345,2015,6th,Math,Holdover
304,2015,6th,Math,Holdover
320,2015,6th,Math,Holdover
371,2015,6th,Math,Holdover
300,2015,6th,Math,Holdover
351,2015,6th,Math,Holdover
365,2015,6th,Math,Holdover
354,2015,6th,Math,Holdover
265,2016,7th,Math,All Students
265,2016,7th,Math,All Students
265,2016,7th,Math,All Students
293,2016,7th,Math,All Students
299,2016,7th,Math,All Students
299,2016,7th,Math,All Students
301,2016,7th,Math,All Students
301,2016,7th,Math,All Students
301,2016,7th,Math,All Students
309,2016,7th,Math,All Students
310,2016,7th,Math,All Students
312,2016,7th,Math,All Students
312,2016,7th,Math,All Students
313,2016,7th,Math,All Students
313,2016,7th,Math,All Students
313,2016,7th,Math,All Students
315,2016,7th,Math,All Students
315,2016,7th,Math,All Students
315,2016,7th,Math,All Students
315,2016,7th,Math,All Students
315,2016,7th,Math,All Students
315,2016,7th,Math,All Students
315,2016,7th,Math,All Students
319,2016,7th,Math,All Students
319,2016,7th,Math,All Students
319,2016,7th,Math,All Students
319,2016,7th,Math,All Students
321,2016,7th,Math,All Students
321,2016,7th,Math,All Students
321,2016,7th,Math,All Students
321,2016,7th,Math,All Students
321,2016,7th,Math,All Students
322,2016,7th,Math,All Students
322,2016,7th,Math,All Students
322,2016,7th,Math,All Students
322,2016,7th,Math,All Students
322,2016,7th,Math,All Students
324,2016,7th,Math,All Students
324,2016,7th,Math,All Students
325,2016,7th,Math,All Students
325,2016,7th,Math,All Students
327,2016,7th,Math,All Students
327,2016,7th,Math,All Students
327,2016,7th,Math,All Students
327,2016,7th,Math,All Students
328,2016,7th,Math,All Students
328,2016,7th,Math,All Students
328,2016,7th,Math,All Students
328,2016,7th,Math,All Students
328,2016,7th,Math,All Students
330,2016,7th,Math,All Students
330,2016,7th,Math,All Students
330,2016,7th,Math,All Students
330,2016,7th,Math,All Students
330,2016,7th,Math,All Students
330,2016,7th,Math,All Students
330,2016,7th,Math,All Students
331,2016,7th,Math,All Students
331,2016,7th,Math,All Students
331,2016,7th,Math,All Students
331,2016,7th,Math,All Students
333,2016,7th,Math,All Students
333,2016,7th,Math,All Students
333,2016,7th,Math,All Students
333,2016,7th,Math,All Students
333,2016,7th,Math,All Students
334,2016,7th,Math,All Students
334,2016,7th,Math,All Students
334,2016,7th,Math,All Students
334,2016,7th,Math,All Students
334,2016,7th,Math,All Students
334,2016,7th,Math,All Students
334,2016,7th,Math,All Students
334,2016,7th,Math,All Students
336,2016,7th,Math,All Students
336,2016,7th,Math,All Students
336,2016,7th,Math,All Students
337,2016,7th,Math,All Students
337,2016,7th,Math,All Students
337,2016,7th,Math,All Students
337,2016,7th,Math,All Students
337,2016,7th,Math,All Students
339,2016,7th,Math,All Students
339,2016,7th,Math,All Students
339,2016,7th,Math,All Students
339,2016,7th,Math,All Students
339,2016,7th,Math,All Students
340,2016,7th,Math,All Students
340,2016,7th,Math,All Students
340,2016,7th,Math,All Students
340,2016,7th,Math,All Students
340,2016,7th,Math,All Students
340,2016,7th,Math,All Students
340,2016,7th,Math,All Students
340,2016,7th,Math,All Students
340,2016,7th,Math,All Students
342,2016,7th,Math,All Students
342,2016,7th,Math,All Students
342,2016,7th,Math,All Students
342,2016,7th,Math,All Students
342,2016,7th,Math,All Students
342,2016,7th,Math,All Students
342,2016,7th,Math,All Students
342,2016,7th,Math,All Students
342,2016,7th,Math,All Students
342,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
344,2016,7th,Math,All Students
346,2016,7th,Math,All Students
346,2016,7th,Math,All Students
346,2016,7th,Math,All Students
346,2016,7th,Math,All Students
346,2016,7th,Math,All Students
346,2016,7th,Math,All Students
346,2016,7th,Math,All Students
346,2016,7th,Math,All Students
346,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
348,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
350,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
352,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
354,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
356,2016,7th,Math,All Students
359,2016,7th,Math,All Students
359,2016,7th,Math,All Students
359,2016,7th,Math,All Students
359,2016,7th,Math,All Students
359,2016,7th,Math,All Students
359,2016,7th,Math,All Students
359,2016,7th,Math,All Students
359,2016,7th,Math,All Students
359,2016,7th,Math,All Students
359,2016,7th,Math,All Students
359,2016,7th,Math,All Students
359,2016,7th,Math,All Students
359,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
362,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
365,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
369,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
373,2016,7th,Math,All Students
379,2016,7th,Math,All Students
379,2016,7th,Math,All Students
379,2016,7th,Math,All Students
379,2016,7th,Math,All Students
379,2016,7th,Math,All Students
379,2016,7th,Math,All Students
379,2016,7th,Math,All Students
379,2016,7th,Math,All Students
379,2016,7th,Math,All Students
386,2016,7th,Math,All Students
386,2016,7th,Math,All Students
386,2016,7th,Math,All Students
386,2016,7th,Math,All Students
386,2016,7th,Math,All Students
386,2016,7th,Math,All Students
394,2016,7th,Math,All Students
394,2016,7th,Math,All Students
394,2016,7th,Math,All Students
394,2016,7th,Math,All Students
402,2016,7th,Math,All Students
409,2016,7th,Math,All Students
409,2016,7th,Math,All Students
337,2016,7th,Math,Potential HO
341,2016,7th,Math,Potential HO
331,2016,7th,Math,Potential HO
327,2016,7th,Math,Potential HO
322,2016,7th,Math,Potential HO
327,2016,7th,Math,Potential HO
351,2016,7th,Math,Potential HO
314,2016,7th,Math,Potential HO
335,2016,7th,Math,Potential HO
340,2016,7th,Math,Potential HO
335,2016,7th,Math,Potential HO
345,2016,7th,Math,Potential HO
347,2016,7th,Math,Potential HO
341,2016,7th,Math,Potential HO
350,2016,7th,Math,Holdover
334,2016,7th,Math,Holdover
333,2016,7th,Math,Holdover
318,2016,7th,Math,Holdover
312,2016,7th,Math,Holdover
312,2016,7th,Math,Holdover
323,2016,7th,Math,Holdover
324,2016,7th,Math,Holdover
301,2016,7th,Math,Holdover
330,2016,7th,Math,Holdover
360,2016,7th,Math,Holdover
315,2016,7th,Math,Holdover
337,2016,7th,Math,Holdover
363,2016,7th,Math,Holdover
343,2016,7th,Math,Holdover